               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.024364,            0.010026,           0.0019836,             0.80358,             0.94827,             0.96132,             0.66403,            0.024174,           0.0039179,           0.0021968,            0.004786,            0.004786,            0.004786
                 160,            0.024247,             0.01039,           0.0021451,             0.93168,             0.94158,             0.96594,             0.70889,            0.024277,           0.0040253,           0.0019035,            0.004753,            0.004753,            0.004753
                 161,            0.024742,            0.010539,           0.0023654,             0.97449,             0.68907,             0.83964,             0.61864,            0.024334,           0.0039685,            0.002428,             0.00472,             0.00472,             0.00472
                 162,            0.024826,            0.010604,           0.0026373,             0.91525,             0.94849,             0.96644,              0.7525,             0.02484,           0.0037875,           0.0022013,            0.004687,            0.004687,            0.004687
                 163,            0.024785,            0.010465,           0.0021074,             0.74526,             0.95897,             0.84172,             0.62829,            0.024013,           0.0039517,            0.001443,            0.004654,            0.004654,            0.004654
                 164,            0.024373,             0.01062,           0.0020461,             0.92376,             0.93401,             0.96827,              0.7693,            0.023331,           0.0039385,           0.0015819,            0.004621,            0.004621,            0.004621
                 165,            0.024833,            0.010456,           0.0020771,             0.93817,              0.9359,             0.96862,             0.74889,            0.023625,           0.0039197,            0.001461,            0.004588,            0.004588,            0.004588
                 166,            0.024908,            0.010571,           0.0019426,             0.97075,              0.9382,              0.9619,             0.77166,            0.022988,           0.0039416,             0.00215,            0.004555,            0.004555,            0.004555
                 167,            0.024222,            0.010374,           0.0021517,             0.82376,             0.95781,             0.96893,             0.74704,            0.023865,           0.0039893,           0.0018926,            0.004522,            0.004522,            0.004522
                 168,            0.024474,            0.010395,           0.0023688,             0.91613,             0.94195,             0.96937,             0.71394,            0.024616,           0.0039752,           0.0018911,            0.004489,            0.004489,            0.004489
                 169,            0.024672,            0.010491,           0.0020664,             0.73104,             0.90355,             0.84829,             0.57805,            0.023894,           0.0040798,           0.0016048,            0.004456,            0.004456,            0.004456
                 170,            0.024567,            0.010312,           0.0018686,              0.7673,             0.97342,             0.80912,             0.56077,            0.023385,           0.0040008,           0.0012223,            0.004423,            0.004423,            0.004423
                 171,            0.023925,            0.010161,           0.0020191,             0.77668,             0.97324,             0.85207,             0.58604,            0.023093,           0.0039794,           0.0017042,             0.00439,             0.00439,             0.00439
                 172,              0.0244,            0.010202,           0.0019162,             0.95485,             0.94246,             0.97139,             0.71994,            0.022883,           0.0039528,           0.0018749,            0.004357,            0.004357,            0.004357
                 173,             0.02394,             0.01027,           0.0021289,             0.92778,             0.94122,             0.96696,             0.69961,            0.023135,           0.0040293,           0.0017522,            0.004324,            0.004324,            0.004324
                 174,            0.023892,            0.009987,            0.001831,             0.78726,             0.95434,             0.96281,             0.62695,            0.023294,           0.0040151,           0.0017947,            0.004291,            0.004291,            0.004291
                 175,            0.024165,            0.010103,           0.0017552,             0.73629,             0.95457,             0.79709,             0.55401,            0.023875,           0.0039944,           0.0024175,            0.004258,            0.004258,            0.004258
                 176,            0.024196,             0.01027,           0.0021259,             0.81148,             0.95619,             0.96476,             0.64513,             0.02323,            0.004044,            0.002173,            0.004225,            0.004225,            0.004225
                 177,            0.024295,            0.010187,           0.0020981,             0.87646,             0.95216,             0.96693,             0.62214,            0.023167,           0.0040458,           0.0019017,            0.004192,            0.004192,            0.004192
                 178,            0.023661,            0.010156,           0.0017964,             0.85185,             0.96132,             0.96893,             0.68389,             0.02292,           0.0039742,           0.0017024,            0.004159,            0.004159,            0.004159
                 179,            0.023844,            0.010116,           0.0020839,             0.90895,             0.95294,             0.97023,             0.70455,            0.023284,           0.0039623,           0.0019567,            0.004126,            0.004126,            0.004126
                 180,            0.023689,            0.010337,           0.0019122,             0.93525,             0.94702,             0.96605,               0.695,            0.023136,           0.0040793,           0.0016877,            0.004093,            0.004093,            0.004093
                 181,            0.023924,            0.010144,           0.0018664,             0.94313,             0.94353,             0.96746,             0.72416,            0.022565,           0.0040616,           0.0018368,             0.00406,             0.00406,             0.00406
                 182,            0.023111,             0.01006,           0.0019409,             0.97378,             0.92303,             0.96447,             0.74225,            0.022946,           0.0041002,           0.0021944,            0.004027,            0.004027,            0.004027
                 183,            0.023641,            0.010208,           0.0021263,             0.94336,             0.93996,             0.96674,             0.74295,            0.023429,           0.0041641,           0.0024174,            0.003994,            0.003994,            0.003994
                 184,            0.024006,            0.010068,           0.0020486,             0.97338,             0.91655,             0.96154,             0.73918,            0.023547,           0.0041226,           0.0020401,            0.003961,            0.003961,            0.003961
                 185,            0.023655,           0.0099767,           0.0019107,             0.95442,             0.92697,             0.96082,             0.74865,             0.02325,           0.0041091,            0.001767,            0.003928,            0.003928,            0.003928
                 186,            0.023273,            0.010094,           0.0017296,             0.91384,             0.94538,             0.96343,             0.72157,            0.023147,           0.0040844,           0.0018281,            0.003895,            0.003895,            0.003895
                 187,            0.023288,            0.010099,           0.0016515,             0.78813,             0.95678,             0.96107,             0.71631,            0.023403,           0.0041006,           0.0024418,            0.003862,            0.003862,            0.003862
                 188,            0.023578,            0.010169,           0.0016977,             0.88485,             0.96393,             0.96602,             0.67075,             0.02332,           0.0040401,           0.0019474,            0.003829,            0.003829,            0.003829
                 189,            0.023521,            0.010213,           0.0017844,             0.81657,             0.95566,             0.96666,             0.64328,            0.023737,           0.0040684,           0.0021252,            0.003796,            0.003796,            0.003796
                 190,              0.0231,            0.010064,           0.0017071,             0.93602,             0.94898,              0.9648,             0.67616,            0.023556,           0.0040319,           0.0020158,            0.003763,            0.003763,            0.003763
                 191,            0.023177,           0.0098989,           0.0019669,              0.8739,             0.95104,             0.96085,             0.63778,            0.023799,           0.0040387,           0.0024665,             0.00373,             0.00373,             0.00373
                 192,            0.023355,            0.010055,           0.0017139,             0.87241,             0.95715,             0.96057,             0.66642,            0.023521,           0.0040808,           0.0023307,            0.003697,            0.003697,            0.003697
                 193,             0.02259,           0.0098176,           0.0015824,             0.94617,              0.9352,             0.95816,             0.73432,             0.02337,            0.004072,           0.0021147,            0.003664,            0.003664,            0.003664
                 194,            0.023104,            0.009972,           0.0019374,             0.94395,             0.94266,             0.96343,              0.6994,             0.02375,           0.0040595,           0.0020818,            0.003631,            0.003631,            0.003631
                 195,            0.022897,           0.0097145,           0.0017862,             0.89236,             0.95817,             0.96788,             0.70106,            0.023399,           0.0040676,            0.002063,            0.003598,            0.003598,            0.003598
                 196,            0.023246,           0.0099093,           0.0016861,             0.91127,             0.69889,             0.96551,             0.72375,            0.022925,           0.0040857,           0.0024714,            0.003565,            0.003565,            0.003565
                 197,            0.023015,           0.0098754,           0.0014741,             0.84531,             0.95051,             0.96493,              0.6767,            0.022675,           0.0040332,           0.0023594,            0.003532,            0.003532,            0.003532
                 198,            0.023289,            0.010141,           0.0015616,             0.77888,             0.95251,             0.96591,             0.67853,             0.02289,           0.0040885,           0.0022097,            0.003499,            0.003499,            0.003499
                 199,            0.023027,           0.0096645,           0.0019351,             0.74545,             0.96295,             0.96469,             0.65465,            0.023488,           0.0041497,           0.0020428,            0.003466,            0.003466,            0.003466
                 200,            0.022943,           0.0097763,            0.001804,             0.82821,             0.94614,             0.96397,             0.65202,            0.023289,           0.0041792,           0.0018019,            0.003433,            0.003433,            0.003433
                 201,            0.023071,           0.0099024,           0.0018432,             0.89861,             0.95051,             0.96693,             0.65418,            0.023204,           0.0040984,           0.0019649,              0.0034,              0.0034,              0.0034
                 202,             0.02336,           0.0098618,           0.0016617,             0.89858,              0.9432,             0.96102,             0.67492,            0.023475,           0.0040365,           0.0021963,            0.003367,            0.003367,            0.003367
                 203,            0.023066,            0.009761,           0.0015631,             0.83874,             0.94502,             0.96317,             0.74396,            0.023504,           0.0040824,           0.0024362,            0.003334,            0.003334,            0.003334
                 204,            0.022664,           0.0098059,           0.0016464,             0.75691,             0.93915,             0.96062,             0.66784,            0.023971,           0.0040929,           0.0023171,            0.003301,            0.003301,            0.003301
                 205,            0.022631,           0.0098249,           0.0016695,             0.89327,             0.70097,             0.96293,             0.64207,            0.023966,           0.0041628,           0.0022125,            0.003268,            0.003268,            0.003268
                 206,             0.02298,           0.0096838,           0.0016298,             0.81609,             0.94996,             0.96068,              0.6468,            0.023814,           0.0041894,           0.0020109,            0.003235,            0.003235,            0.003235
                 207,            0.022504,           0.0098161,           0.0013488,              0.8154,             0.95727,              0.9638,             0.65214,            0.023574,           0.0041064,            0.001883,            0.003202,            0.003202,            0.003202
                 208,            0.022434,           0.0094807,           0.0012497,             0.79233,             0.94668,             0.84009,             0.57592,            0.023457,           0.0041915,           0.0016358,            0.003169,            0.003169,            0.003169
                 209,            0.022809,           0.0097803,             0.00199,             0.76205,             0.96132,             0.84088,             0.59349,            0.023739,           0.0041937,           0.0017799,            0.003136,            0.003136,            0.003136
                 210,            0.022542,           0.0098735,           0.0022035,             0.88926,             0.71132,             0.96395,             0.67528,            0.023432,           0.0041475,           0.0025181,            0.003103,            0.003103,            0.003103
                 211,            0.022082,           0.0098264,           0.0018279,             0.77059,             0.95619,             0.96037,             0.67016,             0.02337,            0.004155,           0.0030783,             0.00307,             0.00307,             0.00307
                 212,            0.022416,           0.0098389,           0.0017521,             0.89337,             0.95547,             0.96073,             0.67057,            0.023235,           0.0041332,            0.002709,            0.003037,            0.003037,            0.003037
                 213,            0.022312,           0.0098987,           0.0014648,             0.88968,             0.70709,             0.96455,             0.67608,            0.023494,           0.0041166,           0.0022476,            0.003004,            0.003004,            0.003004
                 214,            0.022321,           0.0099696,           0.0016445,              0.9011,             0.70509,             0.96523,             0.67619,            0.024017,           0.0041538,           0.0021666,            0.002971,            0.002971,            0.002971
                 215,            0.021978,           0.0094043,           0.0014898,             0.89843,              0.7108,             0.97009,             0.67014,            0.023948,             0.00414,           0.0019889,            0.002938,            0.002938,            0.002938
                 216,            0.022166,           0.0096587,            0.001532,             0.90609,             0.70043,             0.96917,             0.65063,            0.023657,           0.0041031,           0.0020601,            0.002905,            0.002905,            0.002905
                 217,            0.022049,           0.0095499,           0.0015424,               0.866,             0.95727,             0.96542,               0.679,            0.023208,           0.0041619,           0.0021032,            0.002872,            0.002872,            0.002872
                 218,            0.022167,           0.0098222,            0.001514,             0.78601,             0.94896,             0.96518,               0.653,            0.023301,           0.0041995,           0.0018555,            0.002839,            0.002839,            0.002839
                 219,            0.021706,           0.0095418,           0.0015727,             0.86915,             0.94818,             0.96324,             0.67418,            0.023189,           0.0042069,           0.0020438,            0.002806,            0.002806,            0.002806
                 220,            0.022312,             0.00972,           0.0016013,             0.87759,             0.92901,             0.96556,             0.67466,            0.023107,           0.0041963,           0.0020013,            0.002773,            0.002773,            0.002773
                 221,            0.021971,           0.0096504,             0.00159,             0.78427,             0.93022,             0.84187,             0.59823,            0.022882,           0.0041752,           0.0018134,             0.00274,             0.00274,             0.00274
                 222,            0.022149,           0.0094536,           0.0013878,             0.75891,             0.96054,             0.84403,                0.61,            0.022856,            0.004148,           0.0018509,            0.002707,            0.002707,            0.002707
                 223,            0.021807,           0.0094018,           0.0013561,             0.88586,             0.94244,             0.96763,             0.68255,             0.02278,           0.0041384,           0.0018333,            0.002674,            0.002674,            0.002674
                 224,             0.02145,           0.0096857,           0.0013494,             0.89286,             0.94814,             0.96713,             0.70312,            0.022847,           0.0041504,           0.0021892,            0.002641,            0.002641,            0.002641
                 225,            0.021523,           0.0095905,           0.0015102,             0.85449,             0.95457,             0.96856,             0.68257,            0.022769,           0.0041327,           0.0021153,            0.002608,            0.002608,            0.002608
                 226,            0.021163,           0.0093432,           0.0013726,             0.85031,             0.95619,             0.96741,             0.67455,            0.022833,           0.0041171,           0.0020233,            0.002575,            0.002575,            0.002575
                 227,             0.02175,           0.0094579,           0.0014959,              0.9143,             0.70619,             0.96811,             0.67532,            0.023262,           0.0041188,            0.002164,            0.002542,            0.002542,            0.002542
                 228,            0.021521,           0.0093234,           0.0012349,             0.97672,             0.68518,              0.9645,             0.65022,            0.023266,           0.0041213,           0.0020952,            0.002509,            0.002509,            0.002509
                 229,            0.021551,            0.009608,             0.00158,              0.9776,              0.6846,             0.84197,             0.58869,            0.023316,            0.004097,           0.0023018,            0.002476,            0.002476,            0.002476
                 230,            0.021724,           0.0095677,           0.0013465,             0.98294,             0.69258,              0.8409,             0.57753,            0.023361,           0.0040787,           0.0022894,            0.002443,            0.002443,            0.002443
                 231,            0.020831,            0.009526,           0.0013867,             0.98142,             0.69158,             0.96779,             0.65362,             0.02323,           0.0040582,           0.0021654,             0.00241,             0.00241,             0.00241
                 232,            0.021718,           0.0094333,           0.0018298,             0.91764,             0.70457,             0.96962,             0.65288,            0.023138,           0.0040875,           0.0019732,            0.002377,            0.002377,            0.002377
                 233,            0.021052,           0.0095015,           0.0011611,             0.88878,             0.96557,              0.9714,             0.72552,            0.023122,           0.0040758,           0.0017445,            0.002344,            0.002344,            0.002344
                 234,            0.021435,           0.0095318,           0.0014346,             0.86387,             0.96689,             0.97197,             0.73034,            0.023193,           0.0040327,           0.0016672,            0.002311,            0.002311,            0.002311
                 235,            0.021212,           0.0098411,           0.0011454,             0.87204,             0.96686,             0.97097,              0.7335,            0.023262,           0.0040344,           0.0017062,            0.002278,            0.002278,            0.002278
                 236,            0.021036,           0.0093179,           0.0011486,              0.8373,             0.96025,             0.97065,             0.68181,            0.023222,           0.0040795,           0.0017947,            0.002245,            0.002245,            0.002245
                 237,             0.02065,           0.0091305,           0.0014552,             0.80801,             0.96025,             0.96914,             0.68159,            0.023134,           0.0040828,           0.0017749,            0.002212,            0.002212,            0.002212
                 238,             0.02095,           0.0094045,           0.0014314,              0.8635,             0.95457,             0.96733,             0.68492,            0.023093,           0.0040871,           0.0017779,            0.002179,            0.002179,            0.002179
                 239,            0.021021,           0.0092611,           0.0010962,             0.90369,             0.94852,             0.97005,             0.68637,            0.022837,           0.0040831,           0.0017324,            0.002146,            0.002146,            0.002146
                 240,            0.021117,           0.0090713,           0.0014785,              0.8789,             0.94889,             0.96883,             0.68188,            0.022694,           0.0040647,           0.0018055,            0.002113,            0.002113,            0.002113
                 241,             0.02066,           0.0092863,           0.0012036,             0.89453,              0.9576,             0.96769,             0.70546,            0.022518,           0.0040453,           0.0019749,             0.00208,             0.00208,             0.00208
                 242,            0.021305,           0.0092635,           0.0013355,             0.90789,             0.95423,             0.96904,             0.70598,            0.022409,           0.0040208,           0.0019615,            0.002047,            0.002047,            0.002047
                 243,            0.021325,           0.0091751,           0.0012153,             0.92188,             0.95457,             0.96837,             0.70962,            0.022584,           0.0040438,           0.0021505,            0.002014,            0.002014,            0.002014
                 244,            0.020924,           0.0091215,           0.0010136,             0.92608,             0.70294,             0.96876,             0.73108,            0.022609,           0.0040742,           0.0020733,            0.001981,            0.001981,            0.001981
                 245,            0.020777,           0.0090823,           0.0013879,             0.86848,             0.95294,             0.96949,             0.70627,            0.022913,           0.0040833,           0.0020976,            0.001948,            0.001948,            0.001948
                 246,            0.020815,           0.0089962,              0.0012,             0.86255,             0.94726,             0.96711,             0.67954,            0.022967,           0.0041133,           0.0021132,            0.001915,            0.001915,            0.001915
                 247,            0.020806,           0.0093144,           0.0015703,             0.91338,              0.9421,             0.96532,              0.6782,            0.023109,           0.0041406,           0.0022404,            0.001882,            0.001882,            0.001882
                 248,            0.020199,           0.0093086,           0.0012924,             0.89742,             0.94583,             0.96633,             0.68209,            0.023245,           0.0041398,            0.002573,            0.001849,            0.001849,            0.001849
                 249,            0.020538,           0.0091964,           0.0012533,             0.85919,             0.95317,             0.96599,             0.65382,             0.02352,           0.0041556,           0.0026426,            0.001816,            0.001816,            0.001816
                 250,            0.020514,           0.0091566,           0.0011282,             0.85489,             0.94776,             0.96457,             0.65352,            0.023659,           0.0041676,           0.0027081,            0.001783,            0.001783,            0.001783
                 251,            0.020834,           0.0090062,           0.0013067,              0.8918,             0.94726,              0.9664,             0.65207,            0.023763,            0.004195,           0.0026593,             0.00175,             0.00175,             0.00175
                 252,            0.020411,           0.0090807,           0.0013177,             0.90409,             0.70294,             0.96973,             0.65444,            0.023795,           0.0042044,           0.0025622,            0.001717,            0.001717,            0.001717
                 253,            0.020537,           0.0092007,           0.0012185,              0.9077,             0.70289,              0.9679,             0.65511,            0.023765,            0.004208,            0.002583,            0.001684,            0.001684,            0.001684
                 254,            0.020042,           0.0088515,           0.0012764,              0.9775,              0.6824,             0.96911,             0.65736,            0.023924,           0.0042479,           0.0024733,            0.001651,            0.001651,            0.001651
                 255,            0.020369,           0.0090016,          0.00098751,             0.89767,             0.69726,             0.96814,             0.65734,            0.023765,           0.0042596,           0.0024366,            0.001618,            0.001618,            0.001618
                 256,            0.020352,           0.0090588,           0.0010428,             0.91273,             0.70294,             0.97074,             0.65955,            0.023625,           0.0042435,           0.0024544,            0.001585,            0.001585,            0.001585
                 257,            0.020386,           0.0089645,           0.0010667,              0.9768,             0.68819,             0.97033,             0.65923,            0.023447,            0.004227,           0.0025517,            0.001552,            0.001552,            0.001552
                 258,            0.020052,           0.0090372,           0.0010496,             0.96883,             0.69184,              0.9708,             0.66022,            0.023306,           0.0042268,            0.002539,            0.001519,            0.001519,            0.001519
                 259,            0.020539,           0.0091768,           0.0012353,             0.96748,             0.69253,             0.96724,             0.66279,            0.023222,           0.0042234,           0.0025738,            0.001486,            0.001486,            0.001486
                 260,            0.019997,           0.0089822,          0.00091437,             0.96885,             0.68862,             0.96704,             0.63746,            0.023288,           0.0042165,           0.0024683,            0.001453,            0.001453,            0.001453
                 261,            0.020116,           0.0090528,           0.0010552,             0.97593,             0.68861,              0.9675,             0.63894,            0.023196,           0.0042241,           0.0024114,             0.00142,             0.00142,             0.00142
                 262,            0.020271,           0.0091583,           0.0010541,              0.9761,             0.68789,             0.96795,             0.63888,            0.023221,             0.00425,           0.0024827,            0.001387,            0.001387,            0.001387
                 263,            0.019721,            0.008937,           0.0010794,              0.9694,             0.68425,             0.96673,             0.63564,            0.023232,           0.0042699,            0.002508,            0.001354,            0.001354,            0.001354
                 264,            0.020076,           0.0089027,           0.0011369,             0.96964,             0.68528,             0.96735,             0.63544,            0.023183,           0.0042794,           0.0025169,            0.001321,            0.001321,            0.001321
                 265,            0.019954,           0.0091219,          0.00091958,             0.96888,             0.68477,             0.96947,             0.66372,            0.023255,           0.0042764,           0.0026436,            0.001288,            0.001288,            0.001288
                 266,              0.0199,           0.0089198,          0.00089933,             0.96707,             0.68695,             0.96849,             0.66119,             0.02328,           0.0042848,           0.0026435,            0.001255,            0.001255,            0.001255
